seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,STDA,ATA,FDA,SFDA,VACE_IDs,VACE_GT_IDs,num_non_empty_timesteps,Dets,GT_Dets,IDs,GT_IDs
video10,0.7610332979820615,0.6949072346276864,0.5288475445603025,0.7610332979820615,0.7610332979820615,0.7600865626133382,0.7543882696260985,0.744231427479844,0.734434611571381,0.721079549373133,0.692256741500649,0.655737841618819,0.5978106852242991,0.5484879487944064,0.4769130679537048,0.40617316431530465,0.3297547772534351,0.25206615285270517,0.17398872300201426,0.08442885246481911,0.01811707868472801,0.0006424549084433279,0.4985612897474339,0.8628987129266927,0.8628987129266927,0.8618568232662193,0.856664807585053,0.8463671658347199,0.8351708930540243,0.8211159737417943,0.7888232133261688,0.7465897166841553,0.6813131313131313,0.6199513381995134,0.5305747126436782,0.43863439930855663,0.33909895414320196,0.2472836268265268,0.1648005598320504,0.0780440414507772,0.017109685304002444,0.00030048076923076925,0.5578682604808519,0.6711931214650643,0.6711931214650643,0.670333594942027,0.6643224471351433,0.6544209652821635,0.6458488953099971,0.633230546173328,0.607511782180458,0.575941654863183,0.5245423857889735,0.4852623285666319,0.4286786930566791,0.37611423014239,0.32066808756815657,0.2569411741058608,0.1836891559271532,0.09133600715721528,0.019183785922225225,0.0013736263736263737,0.4464097686013337,0.9897304236200257,0.9897304236200257,0.9890885750962772,0.9858793324775353,0.9794608472400513,0.972400513478819,0.9634146341463414,0.9422336328626444,0.9133504492939666,0.8658536585365854,0.8177150192554558,0.7406931964056482,0.6514762516046213,0.5410783055198973,0.42362002567394097,0.30231065468549423,0.15468549422336328,0.03594351732991014,0.0006418485237483953,0.6978582528207554,0.870694522868436,0.870694522868436,0.8701298701298701,0.8673066064370413,0.8616600790513834,0.8554488989271598,0.8475437605872389,0.8289102202145681,0.8035008469791078,0.7617165443252399,0.7193675889328063,0.6516092603049125,0.5731225296442688,0.47600225861095424,0.37267080745341613,0.26595143986448333,0.13608130999435347,0.03162055335968379,0.000564652738565782,0.6139261196469434,0.6857533602180913,0.6857533602180913,0.6852419675097257,0.6817174324446382,0.6758139391990254,0.6708223620222432,0.6632123615726264,0.6469564230386617,0.6265731556258555,0.590249119371073,0.5600117859005954,0.5104656481154826,0.4590562426351399,0.4007249601884858,0.3255950514997187,0.24256109963330322,0.13318162535417508,0.03245363200216857,0.00202020202020202,0.4883244067668054,0.9737643846433569,0.9737643846433569,0.9731129431131141,0.9698726437087876,0.9635264196523008,0.9571320819363472,0.9483094940471433,0.9284554845681103,0.9026674318553938,0.8618224218065103,0.8244465618031163,0.7685987597289738,0.7156714741235893,0.6485917706349883,0.5694786299728177,0.44852856865855334,0.23600823090779127,0.05410121699218776,0.004273504273504274,0.7222171793194706,0.6949072346276864,0.6949072346276864,0.6952625900496155,0.6969051364905073,0.699986490135045,0.703134646301086,0.7066765000016525,0.7140695133024173,0.7232391523824453,0.7367439291437323,0.7491754744802637,0.7671425202568025,0.7862528804413929,0.8088145442956077,0.8314255810098902,0.8536322257562057,0.881440884196019,0.9193893435382713,0.9705882352941176,0.7701944271752864,0.8150461658326266,0.8150461658326266,0.8142599709308904,0.809284727850117,0.8006120865356207,0.7924795249274073,0.7810656662354739,0.756583130614708,0.7252837853119279,0.6739265121605558,0.6299256260447027,0.5634885902936699,0.49500453414925616,0.4165411689805513,0.32991730292819943,0.2356505654289069,0.11886275870726916,0.026258955458067796,0.0009389675500750544,0.5579040108301396,1542.0,1542.0,1541.0,1536.0,1526.0,1515.0,1501.0,1468.0,1423.0,1349.0,1274.0,1154.0,1015.0,843.0,660.0,471.0,241.0,56.0,1.0,1087.2631578947369,16.0,16.0,17.0,22.0,32.0,43.0,57.0,90.0,135.0,209.0,284.0,404.0,543.0,715.0,898.0,1087.0,1317.0,1502.0,1557.0,470.7368421052632,229.0,229.0,230.0,235.0,245.0,256.0,270.0,303.0,348.0,422.0,497.0,617.0,756.0,928.0,1111.0,1300.0,1530.0,1715.0,1770.0,683.7368421052631,0.5917843388960206,0.7367439291437323,0.5949935815147626,0.8658536585365854,0.7617165443252399,0.75,0.25,0.0,0.3638431068131546,0.8104535896665666,0.12005689900426743,0.594544948649335,993.8675604148949,1349,209,422,5,6,2,0,83.0,3515,0.6121958546109942,0.6540436456996149,0.5753811405985318,1019,539,752,5.306028316855848,0.2721040162490178,599.678573141548,0.6014830222081725,31,8,997,1771,1558,31,8
video11,0.39299652701296667,0.6343398715795991,0.24929336647663375,0.39299652701296667,0.39256454009838226,0.3911531328662957,0.3889235981938683,0.38537891098818033,0.3812402515743848,0.3736366322284829,0.35830015100520013,0.3373667522730062,0.30093577282785555,0.2617369558624136,0.22742012094753608,0.18670020687962954,0.13994738175847357,0.09011066930506034,0.04819706494458045,0.025397083226679114,0.00791188697461112,0.0013291706015841947,0.2469077268194311,0.426284856821308,0.4255718035245594,0.4230817217716781,0.41953951462352207,0.41443452380952384,0.4079743241575114,0.3981367982348615,0.3803703255476219,0.3535065859736561,0.31648199445983377,0.27213919250501895,0.23174946004319655,0.1838090295796575,0.13334658187599363,0.08072768618533258,0.0417389715955795,0.016305800588078054,0.004049295774647887,0.0004385580212262082,0.25945721184698983,0.36230766299304623,0.36211731338014036,0.36163408976974665,0.3605418797507109,0.35836035972402464,0.3562580309940915,0.3506441342824327,0.3375105511333489,0.3219638050752404,0.28615321235594776,0.25173233386021604,0.2231716587479932,0.18963686021632833,0.14687492836723307,0.10058423703566095,0.055654391578687734,0.03955720131242525,0.015458973358019119,0.004028416771801397,0.2360100021424787,0.9844065838868034,0.9832515160265666,0.9792087785157378,0.9734334392145538,0.9650591972278372,0.9543748195206468,0.9379151025122726,0.9075945711810569,0.8602367889113486,0.7917990181923188,0.7045913947444412,0.6196939070170373,0.5114062951198383,0.3875252671094427,0.24602945423043604,0.13196650303205312,0.052844354605833095,0.013283280392723073,0.0014438348252959862,0.631898110856118,0.42918292836459776,0.4286793402996349,0.4269167820722649,0.4243988417474506,0.42074782827646984,0.41608963867556337,0.4089135087498426,0.39569432204456756,0.37504721138109026,0.3452096185320408,0.30718871962734484,0.27017499685257457,0.22296361576230644,0.16895379579503966,0.10726425783708926,0.0575349364220068,0.023039153972050863,0.005791262747072894,0.0006294850812035755,0.27549580232843224,0.37984113854227064,0.37972978270751184,0.3794744669292258,0.37877919209996225,0.3774621149203806,0.37594620336548945,0.37248579630629874,0.363164563618928,0.3518019234874079,0.3233329478996418,0.29235921274300947,0.2671716593376046,0.23664370081872588,0.19316625246074376,0.14004851246540775,0.08160670128998442,0.05935548607789423,0.024132885276410405,0.007188604279420573,0.26229953392770095,0.8637902380827749,0.8627470550831536,0.8593029562981107,0.8550347591019032,0.8486686729606286,0.8414905904112748,0.8282309878550845,0.8036263092131969,0.7711319711923855,0.7193136784545855,0.6623999561428802,0.5989630072057861,0.515661195185689,0.40744981478398473,0.2892340030314161,0.17328647142359607,0.11839832187506491,0.044353498461468265,0.009498106921096473,0.582767452299162,0.6343398715795991,0.6349924780855385,0.6370650430212645,0.639802913181236,0.6433922453855317,0.6474728058924226,0.6530786489838581,0.6623245137279189,0.675297717632602,0.6924253016207476,0.7132656220039687,0.7322771233841745,0.7548667344266375,0.7803221004322082,0.8129855012201981,0.8467278734669962,0.8831135883483211,0.9230137523930173,0.9566493979396811,0.7328112227750484,0.5972085471951953,0.5967012630793489,0.5950758567721297,0.5924217433438906,0.5880807436683726,0.5830983570828914,0.5734757441695637,0.553464311338097,0.5262747474690422,0.4759998241554481,0.421151322230909,0.3718845481396301,0.3114185031455118,0.23857440316847123,0.15731079092696876,0.08570014839553061,0.045720616502493996,0.014329894545955449,0.0024117148309726194,0.3858054252716012,3409.0,3405.0,3391.0,3371.0,3342.0,3305.0,3248.0,3143.0,2979.0,2742.0,2440.0,2146.0,1771.0,1342.0,852.0,457.0,183.0,46.0,5.0,2188.2631578947367,54.0,58.0,72.0,92.0,121.0,158.0,215.0,320.0,484.0,721.0,1023.0,1317.0,1692.0,2121.0,2611.0,3006.0,3280.0,3417.0,3458.0,1274.7368421052631,4534.0,4538.0,4552.0,4572.0,4601.0,4638.0,4695.0,4800.0,4964.0,5201.0,5503.0,5797.0,6172.0,6601.0,7091.0,7486.0,7760.0,7897.0,7938.0,5754.736842105263,-0.7175859081721051,0.6924451076525129,-0.7095004331504476,0.792087785157378,0.3453355155482815,0.5,0.5,0.0,-0.9611963816659419,0.48097492547781867,1.3468013468013469,-0.7099183245831193,1899.376930290843,2743,720,5200,28,4,4,0,203.0,3861,0.26056461511485185,0.4291077100779671,0.18708296613370262,1486,1977,6457,3.750370417342105,0.06522383334508008,886.5911332191919,0.265764728183211,107,8,3336,7943,3463,107,8
COMBINED,0.48168485561307123,0.6532037119795489,0.31463833569079114,0.48168485561307123,0.4813638977100859,0.4800716211373995,0.47696063617178064,0.47179349999776493,0.4663020550443562,0.4574167048262957,0.43917046710306723,0.41489437396219364,0.37442675547941295,0.3344062204845725,0.29179444092578305,0.24506217783433615,0.19299058699436328,0.13894486434611164,0.09004624058293267,0.04521004756561116,0.011045914086582691,0.001208623995415589,0.31025231494005984,0.5060302534750614,0.5054147936248468,0.5031112924614913,0.49928774928774927,0.4933617107530151,0.48613212304589004,0.47556579210895256,0.45545239035954166,0.4260137423787864,0.38434798947764,0.33699301333817255,0.2885876694359423,0.23315758640890452,0.17410358565737052,0.11434621492853361,0.06721228362424857,0.02962755922018028,0.0069705460261053785,0.00040735963066060153,0.3150591397496364,0.45851072842707,0.4584574985563993,0.4580870373509478,0.4556319452698647,0.45116818307688406,0.44728088564940205,0.43996024383143967,0.4234706047393251,0.4040652317558952,0.3647616198262855,0.33183928411761343,0.29503684589715184,0.2575745954908985,0.21392647674543833,0.1688352809948752,0.12063755322537656,0.06898807916288374,0.017503968491308745,0.003585951705438893,0.3073327375954999,0.9860585540728939,0.9852619000199163,0.9822744473212508,0.9772953594901415,0.9695279824736108,0.9599681338378809,0.9458275243975304,0.9183429595698068,0.8767177853017327,0.8147779326827326,0.7396932881896037,0.657239593706433,0.5548695478988249,0.4351722764389564,0.3011352320254929,0.18482374029077872,0.08444532961561442,0.02031467835092611,0.0011949810794662419,0.6523653287770311,0.5096767551986823,0.5092649783817171,0.5077208153180975,0.5051472102120651,0.5011323862466543,0.49619106444307187,0.48888202594193947,0.4746757257566399,0.45316038707020795,0.42114473955116327,0.3823347745521927,0.339715873996294,0.28680255301626517,0.22493308626724315,0.15565163681284744,0.09553222153592753,0.04364834259831171,0.010500308832612723,0.0006176652254478073,0.33719645005038845,0.47511818274023376,0.4751185752123256,0.4750113116969773,0.473605590544923,0.4709881798031275,0.46863030717565163,0.46437473597038764,0.45351512740729694,0.4406250637266198,0.41134808241808735,0.38417110778952657,0.35225082995871704,0.31767339570159026,0.27324496670078335,0.2210410493454641,0.1632979961388025,0.10131798505332744,0.02870113838074822,0.006327203902884147,0.3398084647193408,0.8980419314773249,0.8973516077780865,0.8948628082206412,0.8909815678967218,0.8846737924042384,0.8778384866063962,0.866183785874516,0.8433680635877389,0.8136524074766792,0.7663056840233332,0.7179862177506187,0.65828411581541,0.588529261632914,0.5004853611374841,0.41156300685504377,0.3129836996538384,0.18524735035828907,0.049705187066569165,0.008627339813164438,0.6350879829173163,0.6532037119795489,0.6536681511374876,0.6552488264703094,0.6576771774981386,0.6611331692737317,0.6649681768922412,0.6700191363238686,0.6787985235685964,0.6907953690749071,0.7070392905057407,0.7255836489438718,0.7444694470178147,0.7663013856129177,0.7913148373552498,0.8210347423982383,0.8502321298551617,0.8821628296202437,0.9210238808649214,0.9589725374987538,0.7449287879943023,0.67239752074179,0.6720868292907219,0.6707959387465994,0.6672982734487666,0.6613774854761962,0.6552674241088222,0.6450786837715414,0.6236114563148496,0.5951900327647127,0.5451602686587365,0.4954384837893011,0.44035201455866146,0.37804801196442966,0.3051145225581337,0.22548226430582302,0.14932074138123608,0.07632641144753118,0.018857027596248632,0.002070059042607041,0.44733018157719534,4951.0,4947.0,4932.0,4907.0,4868.0,4820.0,4749.0,4611.0,4402.0,4091.0,3714.0,3300.0,2786.0,2185.0,1512.0,928.0,424.0,102.0,6.0,3275.5263157894738,70.0,74.0,89.0,114.0,153.0,201.0,272.0,410.0,619.0,930.0,1307.0,1721.0,2235.0,2836.0,3509.0,4093.0,4597.0,4919.0,5015.0,1745.4736842105262,4763.0,4767.0,4782.0,4807.0,4846.0,4894.0,4965.0,5103.0,5312.0,5623.0,6000.0,6414.0,6928.0,7529.0,8202.0,8786.0,9290.0,9612.0,9708.0,6438.473684210527,-0.311292571200956,0.7070489957736408,-0.30472017526389167,0.8149770961959769,0.42124768375540456,0.625,0.375,0.0,-0.5500409299530497,0.555412283678317,0.7622017353579176,-0.3050226078350683,2893.244490705738,4092,929,5622,33,10,6,0,286.0,7376,0.340006786562606,0.4989046006771559,0.2578752316244595,2505,2516,7209,9.056398734197952,0.11761556797659678,1486.2697063607397,0.3430117023680452,138,16,4333,9714,5021,138,16
