381,1,626,58,12,14,0.3555445373058319,-1,-1,-1,-1
382,1,626,58,12,14,0.35593271255493164,-1,-1,-1,-1
402,2,778,0,17,6,0.35159626603126526,-1,-1,-1,-1
403,2,779,0,19,6,0.4930908679962158,-1,-1,-1,-1
404,2,781,0,19,6,0.3329126834869385,-1,-1,-1,-1
405,2,781,0,23,7,0.4437900483608246,-1,-1,-1,-1
406,2,782,0,26,9,0.4566313326358795,-1,-1,-1,-1
407,2,782,0,28,9,0.45770156383514404,-1,-1,-1,-1
409,3,792,0,15,10,0.4732721149921417,-1,-1,-1,-1
410,3,795,0,15,10,0.44050273299217224,-1,-1,-1,-1
411,3,797,0,15,10,0.5023893117904663,-1,-1,-1,-1
412,3,798,0,14,10,0.5023417472839355,-1,-1,-1,-1
413,3,799,0,15,10,0.5415802597999573,-1,-1,-1,-1
414,3,801,0,14,10,0.4587825536727905,-1,-1,-1,-1
415,3,801,0,15,10,0.4564812481403351,-1,-1,-1,-1
416,3,801,0,16,10,0.3850955069065094,-1,-1,-1,-1
417,3,801,0,16,11,0.38617053627967834,-1,-1,-1,-1
418,3,802,0,16,11,0.47755104303359985,-1,-1,-1,-1
419,3,804,0,16,11,0.4669569134712219,-1,-1,-1,-1
420,3,805,0,16,10,0.4824460446834564,-1,-1,-1,-1
421,3,806,0,15,10,0.4845786988735199,-1,-1,-1,-1
421,4,800,0,17,10,0.27341315150260925,-1,-1,-1,-1
422,3,806,0,15,10,0.4843582808971405,-1,-1,-1,-1
422,4,800,0,17,10,0.274027019739151,-1,-1,-1,-1
423,3,807,0,14,10,0.44400542974472046,-1,-1,-1,-1
424,3,805,0,15,10,0.3382476568222046,-1,-1,-1,-1
424,4,800,0,16,10,0.37551626563072205,-1,-1,-1,-1
425,3,804,0,15,10,0.26826348900794983,-1,-1,-1,-1
425,4,800,0,15,10,0.5334722399711609,-1,-1,-1,-1
426,4,800,0,16,10,0.5591428875923157,-1,-1,-1,-1
427,4,800,0,16,10,0.5592004656791687,-1,-1,-1,-1
428,4,800,0,15,8,0.5667688250541687,-1,-1,-1,-1
429,4,799,0,14,8,0.5357080698013306,-1,-1,-1,-1
430,4,800,0,12,7,0.3880947530269623,-1,-1,-1,-1
431,4,800,0,10,5,0.32667675614356995,-1,-1,-1,-1
433,5,793,0,21,5,0.4212121367454529,-1,-1,-1,-1
434,5,791,0,24,7,0.2831673324108124,-1,-1,-1,-1
521,5,785,0,26,7,0.2650984823703766,-1,-1,-1,-1
522,5,782,0,27,7,0.26029425859451294,-1,-1,-1,-1
525,5,781,0,33,9,0.2553938031196594,-1,-1,-1,-1
526,5,779,0,41,12,0.26267778873443604,-1,-1,-1,-1
528,6,791,0,24,15,0.3517283499240875,-1,-1,-1,-1
534,6,793,0,24,15,0.3463275134563446,-1,-1,-1,-1
535,6,792,0,23,14,0.29386815428733826,-1,-1,-1,-1
536,6,792,0,21,13,0.46283334493637085,-1,-1,-1,-1
537,6,792,0,21,13,0.4615149199962616,-1,-1,-1,-1
538,6,793,0,19,12,0.2902463376522064,-1,-1,-1,-1
539,6,794,0,17,11,0.3873330354690552,-1,-1,-1,-1
540,6,794,0,16,10,0.4541350305080414,-1,-1,-1,-1
541,6,793,0,17,10,0.4577833414077759,-1,-1,-1,-1
542,6,793,0,17,10,0.45879602432250977,-1,-1,-1,-1
543,6,792,0,18,10,0.4336557388305664,-1,-1,-1,-1
544,6,792,0,17,10,0.4337688982486725,-1,-1,-1,-1
551,7,771,0,34,10,0.3756827414035797,-1,-1,-1,-1
552,7,770,0,35,10,0.3793119490146637,-1,-1,-1,-1
553,7,767,0,34,10,0.45014524459838867,-1,-1,-1,-1
555,7,759,0,33,10,0.3242233693599701,-1,-1,-1,-1
556,7,757,0,31,9,0.3597676753997803,-1,-1,-1,-1
557,7,756,0,31,9,0.3650791347026825,-1,-1,-1,-1
558,7,754,0,31,10,0.3997631072998047,-1,-1,-1,-1
575,9,769,0,20,7,0.47075513005256653,-1,-1,-1,-1
576,9,763,0,32,12,0.4590626657009125,-1,-1,-1,-1
577,9,761,0,36,13,0.4561975598335266,-1,-1,-1,-1
578,9,760,0,38,14,0.3717695474624634,-1,-1,-1,-1
580,10,767,0,23,10,0.5058629512786865,-1,-1,-1,-1
581,10,767,0,24,11,0.5633959770202637,-1,-1,-1,-1
582,10,767,0,24,11,0.5626299381256104,-1,-1,-1,-1
583,10,767,0,23,11,0.4326139986515045,-1,-1,-1,-1
584,10,767,0,22,10,0.40605324506759644,-1,-1,-1,-1
585,10,767,0,24,11,0.4484906792640686,-1,-1,-1,-1
586,10,767,0,24,11,0.45003193616867065,-1,-1,-1,-1
587,10,767,0,24,11,0.45104679465293884,-1,-1,-1,-1
588,10,768,0,19,8,0.3719817101955414,-1,-1,-1,-1
589,10,769,0,14,6,0.2772705554962158,-1,-1,-1,-1
596,11,759,0,21,10,0.3135013282299042,-1,-1,-1,-1
597,11,759,0,20,10,0.31308186054229736,-1,-1,-1,-1
598,11,759,0,20,10,0.31772080063819885,-1,-1,-1,-1
600,12,711,0,24,21,0.4431014657020569,-1,-1,-1,-1
601,12,714,0,22,19,0.2795006334781647,-1,-1,-1,-1
602,12,715,0,22,18,0.28100964426994324,-1,-1,-1,-1
610,13,733,0,25,24,0.26775121688842773,-1,-1,-1,-1
631,13,734,0,24,24,0.33856987953186035,-1,-1,-1,-1
